code,name,market,主力控盘日期,控盘程度,main_cost_value,yesterday,open,volumn,turn_volumn,high,low,lastest_value,type,ratio
002607,亚夏汽车,002607.sz,2015-03-11,强烈控盘,9.89,0,0,0,0,0,0,0,0,-1
002608,舜天船舶,002608.sz,2015-04-09,强烈控盘,12.84,14.12,14.16,148056,21174,14.45,14.13,14.28,2,0.112
002609,捷顺科技,002609.sz,2015-04-09,强烈控盘,33.05,35.33,35.30,63189,22586,36.30,35.20,35.70,2,0.08
002610,爱康科技,002610.sz,2015-04-09,强烈控盘,24.35,29.73,29.70,140500,42112,30.50,29.20,30.06,2,0.234
002611,东方精工,002611.sz,2015-03-20,强烈控盘,14.82,0,0,0,0,0,0,0,0,-1
002612,朗姿股份,002612.sz,2015-04-09,强烈控盘,31.36,37.88,36.23,39145,14561,37.92,36.11,37.37,2,0.192
002613,北玻股份,002613.sz,2015-04-09,强烈控盘,10.19,10.68,10.61,135182,14797,11.16,10.60,11.13,2,0.092
002614,蒙发利,002614.sz,2015-04-09,强烈控盘,19.07,21.23,21.21,80668,17741,23.05,20.60,22.62,2,0.186
002615,哈尔斯,002615.sz,2015-04-09,强烈控盘,32,36.63,36.53,29667,11200,38.58,35.61,38.40,2,0.2
002616,长青集团,002616.sz,2015-04-09,强烈控盘,32.31,43.69,43.50,20527,9048,44.90,42.21,44.17,2,0.367
002618,丹邦科技,002618.sz,2015-04-09,强烈控盘,34.5,37.65,37.63,53038,20531,39.50,37.63,38.90,2,0.128
002619,巨龙管业,002619.sz,2015-04-09,强烈控盘,27.29,32.49,32.57,23306,7740,34.08,32.03,33.85,2,0.24
002620,瑞和股份,002620.sz,2015-04-09,强烈控盘,20,28.00,27.70,18029,5070,28.48,27.20,28.21,2,0.411
002621,大连三垒,002621.sz,2015-04-09,强烈控盘,16.85,17.88,18.01,25911,4792,18.85,17.51,18.68,2,0.109
002622,永大集团,002622.sz,2015-04-09,强烈控盘,28.27,34.20,33.00,246986,81030,33.58,31.60,32.73,2,0.158
002623,亚玛顿,002623.sz,2015-04-09,强烈控盘,25.51,30.36,30.07,27797,8740,31.91,29.98,31.68,2,0.242
002624,金磊股份,002624.sz,2015-03-23,强烈控盘,22.05,0,0,0,0,0,0,0,0,-1
002625,龙生股份,002625.sz,2015-04-09,强烈控盘,7.95,18.39,20.23,1385,280,20.23,20.23,20.23,2,1.545
002626,金达威,002626.sz,2015-04-03,强烈控盘,26.5,0,0,0,0,0,0,0,0,-1
002627,宜昌交运,002627.sz,2015-04-09,强烈控盘,18.13,23.27,23.27,39897,9484,24.30,23.10,23.89,2,0.318
002628,成都路桥,002628.sz,2015-04-09,强烈控盘,6.12,6.53,6.48,350031,23141,6.68,6.45,6.67,2,0.09
002629,仁智油服,002629.sz,2015-04-09,强烈控盘,10.83,10.89,10.85,144422,15996,11.23,10.81,11.14,2,0.029
002630,华西能源,002630.sz,2015-03-26,强烈控盘,20.47,0,0,0,0,0,0,0,0,-1
002631,德尔家居,002631.sz,2015-04-09,强烈控盘,18.87,32.28,32.00,60401,19943,33.88,31.81,32.80,2,0.738
002632,道明光学,002632.sz,2015-04-09,强烈控盘,26.98,40.67,41.71,77581,33558,44.74,40.70,44.74,2,0.658
002633,*ST申科,002633.sz,2015-04-09,强烈控盘,23.01,26.86,26.80,65826,18342,28.20,26.68,27.88,2,0.212
002634,棒杰股份,002634.sz,2015-04-09,强烈控盘,20.05,25.25,25.50,71505,19080,27.78,25.50,26.84,2,0.339
002635,安洁科技,002635.sz,2015-04-09,强烈控盘,38.31,41.17,41.88,59674,25010,42.50,41.00,42.18,2,0.101
002636,金安国纪,002636.sz,2015-04-09,强烈控盘,18.48,26.57,29.23,103527,30244,29.23,28.68,29.23,2,0.582
002637,赞宇科技,002637.sz,2015-02-27,高度控盘,18.5,0,0,0,0,0,0,0,0,-1
002638,勤上光电,002638.sz,2015-04-09,强烈控盘,16.95,19.40,19.39,227793,45940,20.79,19.21,20.37,2,0.202
002639,雪人股份,002639.sz,2015-04-09,强烈控盘,22.51,31.14,31.18,14072,4430,31.93,30.90,31.60,2,0.404
002640,百圆裤业,002640.sz,2015-04-09,强烈控盘,44.75,59.98,60.27,9149,5606,62.48,59.00,61.00,2,0.363
002641,永高股份,002641.sz,2015-04-09,强烈控盘,13.54,18.88,18.79,83527,16137,19.65,18.65,19.46,2,0.437
002642,荣之联,002642.sz,2015-04-09,强烈控盘,55.87,55.82,55.50,155711,91043,61.28,54.43,59.62,2,0.067
002643,烟台万润,002643.sz,2015-04-09,强烈控盘,17.59,23.11,23.11,51143,11909,23.74,22.87,23.65,2,0.345
002644,佛慈制药,002644.sz,2015-04-09,强烈控盘,23.8,29.45,28.80,37729,11067,30.18,27.80,29.48,2,0.239
002645,华宏科技,002645.sz,2014-12-10,高度控盘,17.55,0,0,0,0,0,0,0,0,-1
002646,青青稞酒,002646.sz,2015-04-09,强烈控盘,24.46,26.95,26.60,102581,28117,28.08,26.32,27.88,2,0.14
002648,卫星石化,002648.sz,2015-04-09,强烈控盘,14.22,14.86,14.79,127996,19147,15.15,14.64,15.07,2,0.06
002649,博彦科技,002649.sz,2015-04-09,强烈控盘,54.74,58.95,58.60,81770,48541,60.46,57.82,60.04,2,0.097
002650,加加食品,002650.sz,2015-04-09,高度控盘,13.54,15.03,15.00,133421,20148,15.39,14.83,15.15,2,0.119
002651,利君股份,002651.sz,2015-04-09,高度控盘,26.6,27.97,27.90,32704,9369,29.00,27.82,28.88,2,0.086
002652,扬子新材,002652.sz,2015-04-09,强烈控盘,21.59,30.78,29.97,109605,33585,31.60,29.62,30.84,2,0.428
002653,海思科,002653.sz,2015-04-09,强烈控盘,23.15,27.00,26.85,81641,22366,27.86,26.71,27.71,2,0.197
002654,万润科技,002654.sz,2015-04-09,强烈控盘,18.25,21.44,21.45,46539,10487,23.50,21.00,22.94,2,0.257
002655,共达电声,002655.sz,2015-04-09,强烈控盘,12.21,14.37,14.10,324003,46786,14.80,14.01,14.77,2,0.21
002656,卡奴迪路,002656.sz,2015-03-13,强烈控盘,16.35,0,0,0,0,0,0,0,0,-1
002657,中科金财,002657.sz,2015-04-09,强烈控盘,55.55,85.01,83.00,72470,62161,88.50,81.82,84.65,2,0.524
002658,雪迪龙,002658.sz,2015-04-09,强烈控盘,48.25,62.88,61.00,87773,55683,65.17,60.22,63.46,2,0.315
002659,中泰桥梁,002659.sz,2014-11-24,中度控盘,9.7,0,0,0,0,0,0,0,0,-1
002660,茂硕电源,002660.sz,2015-02-09,微弱控盘,10.21,0,0,0,0,0,0,0,0,-1
002661,克明面业,002661.sz,2015-04-09,强烈控盘,40.5,45.96,45.88,27080,12834,48.50,45.51,48.50,2,0.198
002662,京威股份,002662.sz,2015-04-09,强烈控盘,14.53,18.68,18.38,54294,10687,20.20,18.38,19.81,2,0.363
002663,普邦园林,002663.sz,2015-04-09,强烈控盘,25.61,33.11,32.83,212429,72939,35.20,32.53,34.64,2,0.353
002665,首航节能,002665.sz,2015-04-09,强烈控盘,54.55,69.48,68.65,72278,52797,75.39,68.31,74.98,2,0.375
002666,德联集团,002666.sz,2015-04-09,强烈控盘,26.3,25.44,24.98,128324,33157,26.40,24.75,25.91,2,-0.015
002667,鞍重股份,002667.sz,2015-04-03,强烈控盘,43.72,0,0,0,0,0,0,0,0,-1
002668,奥马电器,002668.sz,2015-04-09,强烈控盘,25.82,30.42,28.28,123046,35488,29.59,27.98,29.07,2,0.126
002669,康达新材,002669.sz,2015-04-09,强烈控盘,18.28,20.28,20.00,100852,20590,20.78,19.81,20.23,2,0.107
002670,华声股份,002670.sz,2015-04-09,强烈控盘,16.38,17.21,17.17,87899,15768,18.81,17.05,18.70,2,0.142
002671,龙泉股份,002671.sz,2015-04-09,强烈控盘,13.52,16.01,15.80,81066,13198,16.80,15.60,16.51,2,0.221
002672,东江环保,002672.sz,2015-03-24,高度控盘,42.33,0,0,0,0,0,0,0,0,-1
002673,西部证券,002673.sz,2015-04-09,强烈控盘,42.98,51.81,51.25,640891,345503,56.99,50.01,56.99,2,0.326
002674,兴业科技,002674.sz,2015-04-09,强烈控盘,15.63,17.34,17.27,78040,13575,17.58,17.12,17.51,2,0.12
002675,东诚药业,002675.sz,2014-10-09,强烈控盘,19.72,0,0,0,0,0,0,0,0,-1
002676,顺威股份,002676.sz,2015-04-09,强烈控盘,25.47,29.35,28.20,95991,27130,28.90,27.00,28.42,2,0.116
002677,浙江美大,002677.sz,2015-04-09,强烈控盘,34.76,35.95,35.87,41236,15323,37.69,35.26,37.55,2,0.08
002678,珠江钢琴,002678.sz,2015-04-09,强烈控盘,17.75,18.50,18.37,67651,12558,18.95,18.00,18.57,2,0.046
002679,福建金森,002679.sz,2015-04-09,强烈控盘,23.8,23.37,23.08,41027,9820,24.38,23.08,24.37,2,0.024
002680,黄海机械,002680.sz,2015-03-20,高度控盘,34,0,0,0,0,0,0,0,0,-1
002681,奋达科技,002681.sz,2015-04-09,强烈控盘,53.63,59.24,59.24,138162,85565,65.16,57.93,63.40,2,0.182
002682,龙洲股份,002682.sz,2015-04-09,强烈控盘,11.68,12.76,12.75,79239,10302,13.20,12.61,13.13,2,0.124
002683,宏大爆破,002683.sz,2015-04-09,强烈控盘,33.32,37.76,37.98,86511,34644,41.48,37.50,40.94,2,0.229
002684,猛狮科技,002684.sz,2015-04-09,强烈控盘,25.53,26.10,25.80,79816,20671,26.31,25.30,25.87,2,0.013
002685,华东重机,002685.sz,2015-04-09,强烈控盘,38.34,45.72,45.36,127144,62164,50.29,45.36,50.29,2,0.312
002686,亿利达,002686.sz,2015-04-09,强烈控盘,16.56,17.08,16.99,36769,6392,17.69,16.83,17.50,2,0.057
002687,乔治白,002687.sz,2015-04-09,强烈控盘,14.48,16.79,16.67,30523,5223,17.25,16.67,17.18,2,0.186
002688,金河生物,002688.sz,2015-04-09,强烈控盘,17.71,18.18,17.97,87247,15950,18.56,17.66,18.46,2,0.042
002689,博林特,002689.sz,2015-04-09,强烈控盘,13.5,14.75,14.50,58478,8649,14.97,14.50,14.80,2,0.096
002690,美亚光电,002690.sz,2015-04-09,强烈控盘,45.48,66.97,65.40,27153,17776,66.95,63.51,65.79,2,0.447
002691,石中装备,002691.sz,2015-02-17,轻度控盘,14.84,0,0,0,0,0,0,0,0,-1
002692,远程电缆,002692.sz,2015-04-09,强烈控盘,13.86,18.45,18.42,26964,5008,18.80,18.12,18.66,2,0.346
002693,双成药业,002693.sz,2015-04-09,强烈控盘,12.41,13.71,13.70,77790,10829,14.13,13.53,14.06,2,0.133
002694,顾地科技,002694.sz,2015-04-09,强烈控盘,12.77,12.77,12.67,91066,11766,13.08,12.60,13.07,2,0.023
002695,煌上煌,002695.sz,2015-04-09,强烈控盘,34.04,38.36,37.89,41722,16543,40.50,37.23,39.68,2,0.166
002696,百洋股份,002696.sz,2015-04-09,强烈控盘,14.78,15.65,15.60,51793,8267,16.19,15.47,16.12,2,0.091
002697,红旗连锁,002697.sz,2015-04-09,强烈控盘,11.74,11.57,11.60,184198,21847,12.00,11.60,11.89,2,0.013
002698,博实股份,002698.sz,2015-04-09,强烈控盘,31.32,34.39,34.00,39779,13759,34.88,33.73,34.78,2,0.11
002699,美盛文化,002699.sz,2015-04-09,强烈控盘,23.83,25.19,25.05,83589,20989,25.48,24.35,25.19,2,0.057
002700,新疆浩源,002700.sz,2015-04-09,强烈控盘,25.91,27.74,27.50,48742,13735,28.49,27.31,28.33,2,0.093
002701,奥瑞金,002701.sz,2015-04-09,强烈控盘,31.03,36.49,36.10,110367,40509,37.40,35.64,36.71,2,0.183
002702,海欣食品,002702.sz,2015-04-09,强烈控盘,29.3,36.16,35.10,41984,15197,37.20,34.50,36.35,2,0.241
002703,浙江世宝,002703.sz,2015-04-09,强烈控盘,30.33,30.08,29.96,11799,3583,30.88,29.81,30.47,2,0.005
002705,新宝股份,002705.sz,2015-04-09,强烈控盘,17.54,18.32,18.27,74653,13879,18.80,18.05,18.74,2,0.068
002706,良信电器,002706.sz,2015-04-09,强烈控盘,54.14,54.84,54.99,15406,8576,56.26,54.52,55.61,2,0.027
002707,众信旅游,002707.sz,2015-04-01,强烈控盘,171.49,0,0,0,0,0,0,0,0,-1
002708,光洋股份,002708.sz,2015-04-09,强烈控盘,21.64,22.17,22.23,35687,7996,22.68,21.90,22.61,2,0.045
002709,天赐材料,002709.sz,2015-04-09,强烈控盘,40.66,41.81,41.81,38405,16774,44.96,41.81,44.28,2,0.089
002711,欧浦钢网,002711.sz,2015-04-09,强烈控盘,63.9,76.19,75.93,70308,53157,79.95,73.00,74.17,2,0.161
002712,思美传媒,002712.sz,2015-03-18,强烈控盘,64.8,0,0,0,0,0,0,0,0,-1
002713,东易日盛,002713.sz,2015-04-09,强烈控盘,53.68,56.30,57.70,11771,6808,58.55,56.56,58.46,2,0.089
002714,牧原股份,002714.sz,2015-04-03,强烈控盘,53.45,0,0,0,0,0,0,0,0,-1
002715,登云股份,002715.sz,2015-04-09,强烈控盘,29.2,29.42,29.40,35142,10489,30.24,29.06,29.93,2,0.025
002716,金贵银业,002716.sz,2015-04-09,强烈控盘,29.52,32.58,32.06,123437,40644,33.49,31.83,33.20,2,0.125
002717,岭南园林,002717.sz,2015-03-25,强烈控盘,16.72,0,0,0,0,0,0,0,0,-1
002718,友邦吊顶,002718.sz,2015-04-09,强烈控盘,82.34,93.50,93.00,9425,9103,99.84,91.50,97.77,2,0.187
002719,麦趣尔,002719.sz,2015-04-09,强烈控盘,38.97,41.00,40.63,18013,7503,42.20,40.22,41.84,2,0.074
002721,金一文化,002721.sz,2015-04-09,强烈控盘,24.93,31.78,34.92,154853,52395,34.92,32.00,33.28,2,0.335
002723,金莱特,002723.sz,2015-04-09,强烈控盘,34.26,36.40,35.95,27695,10185,37.48,35.48,36.93,2,0.078
002724,海洋王,002724.sz,2015-04-09,强烈控盘,29.28,29.23,29.10,33263,9843,29.78,29.09,29.71,2,0.015
002725,跃岭股份,002725.sz,2015-04-09,强烈控盘,38.05,37.72,37.63,22452,8589,38.59,37.40,38.43,2,0.01
002726,龙大肉食,002726.sz,2015-04-09,强烈控盘,27.27,29.70,29.60,55041,16965,31.68,29.20,31.26,2,0.146
002727,一心堂,002727.sz,2015-04-09,强烈控盘,58.94,71.13,72.99,105935,80906,78.24,70.00,78.24,2,0.327
002728,台城制药,002728.sz,2014-11-07,中度控盘,41.19,0,0,0,0,0,0,0,0,-1
002729,好利来,002729.sz,2015-04-09,强烈控盘,48.04,48.33,48.18,10275,4987,49.01,47.50,48.59,2,0.011
002730,电光科技,002730.sz,2015-04-09,强烈控盘,25.18,26.99,27.03,61360,17268,28.79,27.03,28.01,2,0.112
002731,萃华珠宝,002731.sz,2015-04-09,强烈控盘,33.81,34.55,34.48,87464,32489,38.01,34.40,38.01,2,0.124
002732,燕塘乳业,002732.sz,2015-04-09,强烈控盘,26.38,26.77,26.50,70582,19536,28.33,26.30,28.32,2,0.074
002733,雄韬股份,002733.sz,2015-04-09,强烈控盘,35.89,38.91,39.22,47082,19397,42.18,39.22,41.82,2,0.165
002735,王子新材,002735.sz,2015-04-09,强烈控盘,45.82,49.57,49.20,10396,5148,50.48,48.09,49.15,2,0.073
002736,国信证券,002736.sz,2015-04-09,强烈控盘,24.92,29.00,29.21,2439332,742521,31.90,29.00,31.50,2,0.264
002737,葵花药业,002737.sz,2015-04-09,强烈控盘,75.59,86.60,85.58,34608,30484,90.99,85.01,89.78,2,0.188
002738,中矿资源,002738.sz,2015-04-09,高度控盘,36.09,35.31,35.00,31169,11052,35.85,34.50,35.80,2,-0.008
600000,浦发银行,600000.sh,2015-04-09,强烈控盘,14.59,16.87,16.86,4515434,777211,17.57,16.76,17.53,2,0.202
600004,白云机场,600004.sh,2015-04-09,强烈控盘,10.71,12.99,12.99,179964,23721,13.39,12.86,13.34,2,0.246
600005,武钢股份,600005.sh,2015-04-09,强烈控盘,3.7,5.09,5.11,1661857,84798,5.17,5.01,5.11,2,0.381
600006,东风汽车,600006.sh,2015-04-09,强烈控盘,6.5,7.37,7.37,451792,33743,7.58,7.34,7.47,2,0.149
600007,中国国贸,600007.sh,2015-04-09,强烈控盘,12.49,17.32,17.23,52981,9170,17.58,16.93,17.55,2,0.405
600008,首创股份,600008.sh,2015-04-09,强烈控盘,13.1,14.60,14.50,425455,63011,15.00,14.32,14.89,2,0.137
600009,上海机场,600009.sh,2015-04-09,强烈控盘,20.18,24.51,24.40,101538,25089,24.93,24.25,24.85,2,0.231
600010,包钢股份,600010.sh,2015-04-09,强烈控盘,5.24,6.01,6.01,4843293,292053,6.09,5.94,6.04,2,0.153
600011,华能国际,600011.sh,2015-04-09,强烈控盘,6.74,8.31,8.34,819976,69158,8.49,8.34,8.47,2,0.257
600012,皖通高速,600012.sh,2015-04-09,强烈控盘,5.72,8.23,8.13,171572,14122,8.37,7.95,8.27,2,0.446
600015,华夏银行,600015.sh,2015-04-09,强烈控盘,12.11,13.96,13.96,1977807,282168,14.69,13.82,14.59,2,0.205
600016,民生银行,600016.sh,2015-04-09,高度控盘,9.2,10.05,10.05,6162952,627948,10.33,10.00,10.28,2,0.117
600017,日照港,600017.sh,2015-04-09,强烈控盘,5.38,5.98,5.97,1635458,98547,6.10,5.95,6.03,2,0.121
600018,上港集团,600018.sh,2015-04-09,强烈控盘,5.61,7.61,7.61,910767,70377,7.82,7.58,7.74,2,0.38
600019,宝钢股份,600019.sh,2015-04-09,高度控盘,5.86,7.55,7.54,2602156,195667,7.59,7.41,7.57,2,0.292
600020,中原高速,600020.sh,2015-04-09,强烈控盘,4.66,5.84,5.84,611826,36438,6.05,5.74,5.96,2,0.279
600021,上海电力,600021.sh,2015-04-09,强烈控盘,13.12,16.24,16.21,492833,80666,16.56,15.86,16.40,2,0.25
600022,山东钢铁,600022.sh,2015-04-09,强烈控盘,3.16,4.12,4.10,1130824,47044,4.24,4.07,4.16,2,0.316
600023,浙能电力,600023.sh,2015-04-09,强烈控盘,7.48,7.99,7.97,469407,37924,8.16,7.88,8.15,2,0.09
600026,中海发展,600026.sh,2015-04-09,强烈控盘,8.62,9.72,9.64,2027752,204792,10.51,9.59,10.12,2,0.174
600027,华电国际,600027.sh,2015-04-09,强烈控盘,5.76,6.83,6.77,704704,48550,6.95,6.77,6.90,2,0.198
600028,中国石化,600028.sh,2015-04-09,强烈控盘,6.6,6.67,6.66,6670609,445716,6.73,6.63,6.71,2,0.017
600029,南方航空,600029.sh,2015-04-09,强烈控盘,6.77,9.61,9.57,1893209,182782,9.90,9.31,9.71,2,0.434
600030,中信证券,600030.sh,2015-04-09,强烈控盘,31.86,35.77,35.68,5134936,1820596,35.98,34.90,35.84,2,0.125
600031,三一重工,600031.sh,2015-04-09,高度控盘,9.01,10.06,10.00,1589693,160482,10.16,9.90,10.13,2,0.124
600033,福建高速,600033.sh,2015-04-09,强烈控盘,4.09,4.94,4.93,733231,36810,5.07,4.88,5.04,2,0.232
600035,楚天高速,600035.sh,2015-04-09,强烈控盘,4.44,7.14,7.15,1150306,88998,7.85,7.15,7.85,2,0.768
600036,招商银行,600036.sh,2015-04-02,中度控盘,13.55,15.66,0.00,0,0,0.00,0.00,15.66,2,0.156
600037,歌华有线,600037.sh,2015-04-09,强烈控盘,20.27,25.34,25.20,202787,52095,26.26,24.85,25.69,2,0.267
600038,中直股份,600038.sh,2015-04-09,高度控盘,45.09,45.27,44.98,105077,48289,46.89,44.71,45.99,2,0.02
600039,四川路桥,600039.sh,2015-04-09,强烈控盘,6.54,6.91,6.85,1037500,72926,7.09,6.84,7.05,2,0.078
600048,保利地产,600048.sh,2015-04-09,中度控盘,10.34,13.02,12.52,5584401,707815,12.97,12.38,12.73,2,0.231
600050,中国联通,600050.sh,2015-04-09,强烈控盘,4.97,6.02,5.99,4555736,277350,6.15,5.95,6.11,2,0.229
600051,宁波联合,600051.sh,2015-04-09,强烈控盘,10.53,11.17,11.18,302145,35646,12.29,11.06,12.29,2,0.167
600052,浙江广厦,600052.sh,2015-04-09,强烈控盘,6.95,7.70,7.68,365741,28368,7.96,7.50,7.87,2,0.132
600053,中江地产,600053.sh,2015-03-20,高度控盘,10.67,13.20,0.00,0,0,0.00,0.00,13.20,2,0.237
600054,黄山旅游,600054.sh,2015-04-09,强烈控盘,17.74,19.31,19.31,50263,9894,19.87,19.26,19.71,2,0.111
600055,华润万东,600055.sh,2015-04-09,强烈控盘,23.43,31.09,31.50,105656,34073,34.08,30.60,33.90,2,0.447
600056,中国医药,600056.sh,2015-04-09,强烈控盘,16.76,17.81,17.71,271010,49007,18.26,17.54,18.13,2,0.082
600057,象屿股份,600057.sh,2015-04-09,强烈控盘,13.07,15.10,15.40,333996,53008,16.19,15.40,15.83,2,0.211
600058,五矿发展,600058.sh,2015-04-09,强烈控盘,17.6,21.81,21.70,202160,45125,22.77,21.48,22.32,2,0.268
600059,古越龙山,600059.sh,2015-04-09,强烈控盘,10.59,12.02,11.97,308036,37370,12.25,11.86,12.20,2,0.152
600060,海信电器,600060.sh,2015-04-09,强烈控盘,19.7,21.94,21.94,286637,64301,23.00,21.68,22.55,2,0.145
600061,中纺投资,600061.sh,2015-04-09,强烈控盘,25.41,31.02,30.44,227487,69008,31.36,29.68,31.13,2,0.225
600062,华润双鹤,600062.sh,2015-03-12,强烈控盘,24.64,27.17,0.00,0,0,0.00,0.00,27.17,2,0.103
600063,皖维高新,600063.sh,2015-04-09,强烈控盘,5.97,6.82,6.80,694745,48717,7.15,6.80,7.05,2,0.181
600064,南京高科,600064.sh,2015-04-09,强烈控盘,20.54,27.32,27.24,120217,33386,28.09,27.01,27.85,2,0.356
600066,宇通客车,600066.sh,2015-04-09,强烈控盘,23.42,31.45,31.15,183593,57648,31.59,31.05,31.36,2,0.339
600067,冠城大通,600067.sh,2015-04-09,强烈控盘,8.72,9.74,9.69,989508,99483,10.27,9.60,10.09,2,0.157
600068,葛洲坝,600068.sh,2015-04-09,强烈控盘,9.66,10.17,10.20,1413221,144787,10.31,10.11,10.28,2,0.064
600069,*ST银鸽,600069.sh,2015-04-09,高度控盘,5.24,5.76,5.75,308748,17867,5.84,5.71,5.81,2,0.109
600070,浙江富润,600070.sh,2015-04-09,强烈控盘,11.54,14.35,14.10,187478,27919,15.32,14.10,14.87,2,0.289
600071,凤凰光学,600071.sh,2015-04-09,强烈控盘,17.35,21.57,21.40,57561,12538,22.22,21.03,21.92,2,0.263
600073,上海梅林,600073.sh,2015-04-09,强烈控盘,11.52,13.90,13.60,366089,50693,14.04,13.60,13.89,2,0.206
600074,中达股份,600074.sh,2015-04-09,强烈控盘,10.69,12.67,12.60,347558,44170,12.95,12.41,12.67,2,0.185
600076,青鸟华光,600076.sh,2014-12-22,微弱控盘,6.1,5.27,0.00,0,0,0.00,0.00,5.27,2,-0.136
600077,宋都股份,600077.sh,2015-04-09,强烈控盘,6.86,9.47,9.30,317382,29774,9.58,9.15,9.49,2,0.383
600078,澄星股份,600078.sh,2015-04-09,强烈控盘,8.75,9.03,9.00,205107,18752,9.27,8.91,9.22,2,0.054
600079,人福医药,600079.sh,2015-04-09,强烈控盘,30.62,33.38,33.13,177113,60494,34.78,33.00,34.75,2,0.135
600080,金花股份,600080.sh,2015-04-09,强烈控盘,12.27,13.04,13.01,110919,14815,13.48,13.00,13.42,2,0.094
600081,东风科技,600081.sh,2015-04-09,强烈控盘,16.34,19.89,19.88,40657,8228,20.53,19.79,20.51,2,0.255
600082,海泰发展,600082.sh,2015-04-09,强烈控盘,8.15,8.96,8.90,341199,30865,9.20,8.82,9.09,2,0.115
600083,博信股份,600083.sh,2015-01-20,轻度控盘,10.85,11.70,0.00,0,0,0.00,0.00,11.70,2,0.078
600084,中葡股份,600084.sh,2015-04-09,强烈控盘,6.12,7.76,7.77,244960,19189,7.97,7.71,7.85,2,0.283
600085,同仁堂,600085.sh,2015-04-09,强烈控盘,22.28,29.70,29.19,242348,73120,30.78,29.09,30.50,2,0.369
600086,东方金钰,600086.sh,2015-03-18,强烈控盘,26.28,33.00,0.00,0,0,0.00,0.00,33.00,2,0.256
600088,中视传媒,600088.sh,2015-04-09,强烈控盘,22.4,27.93,27.80,91506,25967,29.00,27.65,28.22,2,0.26
600089,特变电工,600089.sh,2015-04-09,强烈控盘,13.94,15.95,15.98,2729381,454166,17.16,15.90,16.83,2,0.207
600090,啤酒花,600090.sh,2014-09-05,强烈控盘,7.2,8.13,0.00,0,0,0.00,0.00,8.13,2,0.129
600093,禾嘉股份,600093.sh,2015-04-09,强烈控盘,15.63,17.78,17.38,293665,54400,19.56,17.38,18.97,2,0.214
600094,大名城,600094.sh,2015-04-09,强烈控盘,8.94,17.11,17.00,84840,14955,18.15,16.66,17.99,2,1.012
600095,哈高科,600095.sh,2015-04-09,强烈控盘,12.76,12.59,12.32,279960,34837,12.68,12.08,12.57,2,-0.015
600096,云天化,600096.sh,2015-04-09,强烈控盘,13.59,15.16,15.15,117050,17887,15.42,14.90,15.35,2,0.13
600097,开创国际,600097.sh,2015-04-09,强烈控盘,15.01,17.47,17.36,29527,5223,17.99,17.26,17.81,2,0.187
600098,广州发展,600098.sh,2015-04-09,强烈控盘,7.94,10.11,10.10,276332,28174,10.32,10.01,10.26,2,0.292
600099,林海股份,600099.sh,2015-04-09,强烈控盘,10.42,13.21,13.40,115768,15982,14.29,13.40,13.88,2,0.332
600100,同方股份,600100.sh,2015-04-09,强烈控盘,15.34,16.48,16.49,1461764,252710,17.90,16.40,17.59,2,0.147
600101,明星电力,600101.sh,2015-04-09,强烈控盘,10.48,11.32,11.27,121366,13919,11.57,11.20,11.55,2,0.102
600103,青山纸业,600103.sh,2015-04-09,强烈控盘,4.24,4.90,4.91,652501,33577,5.35,4.91,5.28,2,0.245
600104,上汽集团,600104.sh,2015-04-09,强烈控盘,17.59,25.49,25.48,671230,171643,25.82,25.31,25.73,2,0.463
600105,永鼎股份,600105.sh,2015-04-09,强烈控盘,10.7,11.85,11.79,85740,10344,12.18,11.73,12.11,2,0.132
600106,重庆路桥,600106.sh,2015-04-09,强烈控盘,7.09,8.35,8.34,406113,34853,8.75,8.20,8.63,2,0.217
600107,美尔雅,600107.sh,2015-04-02,强烈控盘,12.39,13.88,0.00,0,0,0.00,0.00,13.88,2,0.12
600108,亚盛集团,600108.sh,2015-04-09,高度控盘,10.01,9.92,9.90,1968137,204698,10.64,9.84,10.45,2,0.044
600109,国金证券,600109.sh,2015-04-09,强烈控盘,24.12,26.61,26.16,1573654,409851,26.50,25.56,26.36,2,0.093
600110,中科英华,600110.sh,2015-04-09,强烈控盘,7.67,8.66,8.48,1053202,90971,8.97,8.36,8.82,2,0.15
600111,北方稀土,600111.sh,2015-04-09,强烈控盘,26.79,27.26,27.30,1417681,400426,29.00,27.22,28.96,2,0.081
600112,天成控股,600112.sh,2015-04-09,强烈控盘,22.74,22.59,22.20,405555,91570,22.99,21.79,22.71,2,-0.001
600113,浙江东日,600113.sh,2015-04-09,强烈控盘,13.75,14.11,14.05,101685,14452,14.38,13.78,14.23,2,0.035
600114,东睦股份,600114.sh,2015-04-09,强烈控盘,17.32,17.86,17.90,79752,14363,18.16,17.85,18.06,2,0.043
600115,东方航空,600115.sh,2015-04-09,强烈控盘,5.74,7.82,0.00,0,0,0.00,0.00,7.82,2,0.362
600116,三峡水利,600116.sh,2015-04-09,强烈控盘,17.42,17.85,17.81,300213,57015,19.50,17.81,19.29,2,0.107
600117,西宁特钢,600117.sh,2015-04-08,强烈控盘,6.25,7.46,0.00,0,0,0.00,0.00,7.46,2,0.194
600118,中国卫星,600118.sh,2015-04-09,强烈控盘,31.02,32.95,32.95,336073,114069,34.47,32.68,34.34,2,0.107
600119,长江投资,600119.sh,2015-04-09,强烈控盘,25.34,25.50,25.07,190940,48352,25.80,24.78,25.48,2,0.006
